Text,Actual,Predicted
 Kami menempatkan hukum HAM perbaikan pelayanan pemerintahan pemberantasan korupsi perlindungan masyarakat adalah hal yang sangat penting maka dari itu di dalam visi-misi kami berada di bagian paling atas. - Prabowo,positive,positive
@jansen_jsp Slogan nya ga tahan..ehhh liat pa anies dukung rakyat nya yg minta keadilan aja ga terima malah emosi..rakyat jadi tau yg bener bener berpihak ke rakyat siapa hanya Anies baswedan ..Makannya saya sebagai rakyat jelita lebih Memilih AMIN,positive,positive
TANGERANG PENUH !! ABAH ANIES ROCKS DEBAT CAPRES #AForEvery1 #AniesFinalStage https://t.co/F2cOowHk1u,positive,positive
Baliho Gerindra ga ada foto Gibran. Baliho Demokrat ga ada foto Gibran. Mereka ini terpaksa ya usung Samsul? https://t.co/DqfmhKUJ24,negative,negative
Selamat menikmati libur panjang. Bagi yg kenangannya terlalu Manis tapi sudah milik yg lain. Ikhlaskan dan ukir kenangan manis dengan yg baru move on ya ️️️ https://t.co/HPKekq746n,positive,positive
Dr. KH. Mustain Syafi'ie PP Tebuireng Jombang Andaikan @jokowi memakai hati nuraninya dia gak akan mungkin mengangkat anaknya ga mungkin sampai mengubah UU di MK. Jangankan Jokowi coba tanya @gibran_tweet pake hati nurani kira² pantas gak jadi cawapres . Khofifah https://t.co/YaZPe71aep,positive,positive
Bakar Semangat PPP Mahfud: Teladani Semangat Tempur Thariq Bin Ziyad Penakluk Romawi! | Nasional - https://t.co/plmXJGXfFc https://t.co/V84WbCsAbp,positive,positive
Timnas AMIN Klaim Kampanye Akbar Anies-Muhaimin di JIS akan Dihadiri 3 Juta Orang https://t.co/iOxocr2aNg,positive,positive
Saya termasuk pendukung Jokowi sejak mencalonkan diri jadi Gubernur Jakarta. Saya juga termasuk yang tidak suka sama Prabowo. Tapi saya juga tidak suka kalau ada yang menyerang Jokowi. Jadi gimana dong???,positive,positive
Sabar saja. Nikmati prosesnya. Allah sedang mempersiapkan kejutan istimewa dari tiap doa yang kita semua panjatkan.,positive,positive
@msaid_didu Iy Ng @msaid_didu tetapi dia tidak khianati rakyat tetap berada di barisan oposisi TDK mengharap jabatan...,negative,negative
#AniesFinalStage trims editor2 handal.. membuka wawasan semua orang..semoga amal jariyah tercurah kepada orang2 yg sedang berjuang dengan jempol sampai titik keringat penghabisann.. pak anis presiden!! Semoga terkabull... Aamiin ️️️️ https://t.co/2GcwD2Q82F,positive,positive
Ketum Ganjarian Spartan bung @GunRomli siap menyambut Ganjar Pranowo di Banyuwangi 8 Februari 2024 Ada Banteng raksasa hasil kreativitas para spartan dan orang2 yang CINTA pak Ganjar anak kandung rakyat yang siap MENGGERUDUK ketidakadilan #GanjarianSpartan #GanjarMahfud2024 https://t.co/u5ntxhZCRP,positive,positive
Imbauan Anies untuk Relawan dan Simpatisan yang Mau Datang ke JIS: Jaga Nama Baik https://t.co/Bl5NuA96aD,positive,positive
Saya spill kemewahan Kampanye Akbar Prabowo Gibran 10 Februari 2024. Dari pintu masuk sampai UMKM yang banyak Terlibat spot foto dll. https://t.co/kDXo87QeUA,positive,positive
Ganjar Pranowo mengusulkan agar nama bansos yang selama ini diberikan pemerintah diubah menjadi bantuan kesra (kesejahteraan rakyat). #GanjarMahfud2024 #GanjarMahfudM3nangDebat #GanjarPresidenRakyat #JkwganTIGAnjar #LebihBaik #KaryaAdalahDoa #SALAMM3TAL https://t.co/Au8CaQDbiV,positive,positive
Gerindra Berang Pernyataan MTA Seret Nama Prabowo-Gibran Dalam Kisruh DPRA-Pemerintah Aceh - https://t.co/BQvNWQGFki https://t.co/QsOHXtA69v #MenangSeputaran,negative,negative
Prabowo Sindir Pupuk Susah di Jateng Ganjar: Bapak Ketua HKTI https://t.co/Raxhg5hRDP,negative,negative
Banjir dukungan buat Ganjar-Mahfud tak terbendung https://t.co/luxcmD9myr,positive,positive
Hasto Kristiyanto menilai bahwa dalam debat kelima Pilpres 2024 Ganjar Pranowo dan Anies Baswedan memiliki kemiripan https://t.co/TnAQKNgwld,positive,positive
OP ingin berbagi cerita tentang Jimin dan Jungkook saat di kamp. : Sepupu temanku bertugas sebagai asisten pengajar di tempat yang sama dengan Jimin dan Jungkook dan (menurut sepupu itu) #Jimin (dari konteksnya sepertinya termasuk Jungkook) membungkuk 90 derajat sebelum https://t.co/DZZaYrYe3a,positive,positive
Anies Kesal di Indonesia Kerap Andalkan 'Ordal' Singgung Gibran? https://t.co/XNQsy3rBEN,positive,positive
 Maaf aku gak bisa pergi ke tempatmu Kenapa kamu minta maaf kamu masuk dulu #JIMIN #지민 https://t.co/JExrhzSeAE,positive,positive
Paparan singkat tentang Studi dan Aksi Gubernur Anies Baswedan terkait program makanan bergizi untuk anak2 sekolah di DKI https://t.co/ItA1DjZb9r,positive,positive
Anies wakilnya bisa di ganti aja ga sih jangan om imin ,positive,positive
Kwkwkwkkwkwkw klo ga difitnah ga anies,negative,negative
TAK ADA KATA MENYERAH DI KAMUSNYA . . . Kalau anda bilang dia capres gagal aku sebaliknya. Di benakku dia adalah capres sekaligus politisi sukses. Dia bahkan seorang politisi hebat dan tahu bagaimana seharusnya menjadi seorang Ketua Umum Partai. Tugas utama seorang Ketua Umum https://t.co/Oe7slgAuYl,positive,positive
pernah ga kangen grup bubur https://t.co/BzXkbmNz1N,positive,positive
Ayo semangat besok hari terakhir sekolah terus libur panjang ,positive,positive
Gara gara dengar suara Cangkul cangkul cangkul yang dalam menanam singkong tumbuhannya jagung' Prabowo pun ngambek gak ada sesi tanya jawab gak ada sesi foto segala macam.. langsung ngibrit Gede ambek Wo,negative,negative
Kalo sama yang dibelakang anies aja takut? Apalagii yang dibelakang 02? Dan emang 03 gimana?? Aneh deh,positive,positive
Morowali Sulawesi tengah Pecah.... Detik-Detik pak Anies tiba di bandara Morowali Sulawesi tengah dan di dampingi Ustad Das'ad latif Sabtu 16 Desember 2023 https://t.co/QrOlak15Ua,positive,positive
Ketika mendengar kabar daerah Grobogan kena banjir bandang mas @ganjarpranowo langsung datang utk hadir bersama warga korban banjir. Mereka menyambutnya dg antusias. Benar2 sat set cepat tanggap. Semoga para korban cepat tertangani &amp; banjir segera surut agar warga kembali https://t.co/yX4n02RJNT,positive,positive
wkakakaka mampus dipimpin gibran,negative,negative
Janji-janji Anis hanya menjadi bahan bualan tanpa bukti pencapaian yang nyata. #KingOfRetorika PemantikKonflik Demokrasi https://t.co/exBsXFqEcu,negative,negative
Bobby : Kalau cuma bikin stadion gibran uuga bisa Netizen : Mertua lo di Jakarta ngapan aja? https://t.co/yN2RkKLlBA,negative,negative
Gelombang perubahan dari pekan baru Riau Detik-Detik pak Anies Menyapa Ribuan Warga masyarakat Pekan Baru Riau hari ini Rabu 13 Desember 2023 https://t.co/RrmwB1wNoN,neutral,neutral
igtkan lately ni anton main tiktok je skli post gambar nohhh sado .. main tiktok sambil bergym ke anton ,positive,positive
@ujala_adnan @WaseemBadami @faisalfaz79 MashaAllaaah...,neutral,neutral
@ganjarpranowo aku yakin teman-teman disabilitas engga akan pernah di tinggalkan kalau pemimpinnya pak Ganjar,positive,positive
Pemberantasan korupsi menjadi salah satu pekerjaan rumah besar bagi bangsa Indonesia dan komitmen ini akan terus dikawal keberlanjutannya oleh Ganjar-Mahfud! #GanjarMahfudSatset #paktelur https://t.co/PB3ARKHlYn,positive,positive
Survei LKSP: Anies-Cak Imin 32 41% Prabowo-Gibran 32 02% Ganjar-Mahfud 19 52%. #Newsupdate #update #news #text https://t.co/WXDLQVsHMy,neutral,neutral
Jadi inget pas anies jadi gubernur jakarta. Mendadak jakarta jadi afghanistan dan staff kantor ibukota diganti jadi pks dan taliban,positive,positive
Mas Gibran hadiri Isra Mi'raj di UMS tua dan muda rebutan salaman hingga selfie bareng mas Gibran. Prabowo-Gibran Gibran Melesat #GemoySamsul YesBOWOgbRAN MEnanG YukMULAI BersiapKeJAKARTA #fixprabowogibran #akhirnyapilih02 https://t.co/jKeSSxa3Rg,positive,positive
Nomor urut 1 ini kemampuan mengkhayal nya luar biasa. https://t.co/JOhimYMott,positive,positive
Beda kelas sappo!!! Perbedaan Ganjar dan Gibran saat bertemu anak-anak. Ganjar penuh kasih sayang sedangkan Gibran penuh amarah. Silahkan rakyat menilai. https://t.co/7ekD5l6zwZ,positive,positive
Nasdem soal Debat Cawapres: Lawan Cak Imin Harus Persiapkan Diri https://t.co/P5GU1zuxfg,positive,positive
Hyuka makin dewasa aja ya.. cakep.. mirip pak nabil https://t.co/uG7zz7wVX4,positive,positive
Hadiri Acara Pesta Rakyat di Klaten Ganjar Imbau Warga Pakai Hak Pilih Tanpa Takut Ditekan https://t.co/wWN6iJ30pL,positive,positive
Penutup malam Asyiknya punya RI 2 milenial Seru kali ya Jika sejak merdeka belum pernah dapat capres cawaprea milenial maka 2024 adalah saatnya Menyiapkan 10 pemuda untuk GONCANG dunia jangan hanya slogan tapi realisasikan #GueMauSatuPutaran #PrabowoGibran https://t.co/GZPsQIHgoX,positive,positive
Dalam pembukaan debat capres Ganjar Pranowo menegaskan bahwa partai politik sebagai agregasi (salah satu fungsi partai politik) yang memiliki peran krusial dalam memelihara fondasi demokrasi yang kuat. Memang pelaksanaan demokrasi di Indonesia masih dihadapkan pada berbagai https://t.co/ommSJCM7BN,positive,positive
Gas hari ini nyicil UTBK ,negative,negative
Aku ga liat debat capres malam ini tp bayangin klo debat cawapres nnt imin vs gibran vs mahfud ya Allah mau jadi apa gibran :(,positive,positive
@Hasbil_Lbs @idollah69 Setuju dan hak saya utk memberi tahu dan mengajak semua keluarga utk tidak memilih partai demokrat dan pak prabowo..,positive,positive
Disaat orang masih istirahat ada yg sedang pengobatan Anies sudah sampai Manado. MashaAllah... Tabarakallah.... Fii amanillah.,negative,negative
Pakar Hukum UGM Sebut Pencalonan Prabowo-Gibran Bisa Batal Jika PTUN Kabulkan Gugatan TPDI https://t.co/Mq2CKzrA0T,negative,negative
gagasan pak prabowo terkesan remeh bagi teman2 yg sdh kenyang sdh nyaman sejak lahir. yg udah kerja ngerantau aja seneng dapet makan gratis apalagi anak kecil yg maaf dari keluarga yg kurang mampu pasti butuh bgt semangat pak prabowo,positive,positive
@tvOneNews Prilaku prabowo MENJULURKAN LIDAH apakah tidak masuk dapur redaksi @tvOneNews ??? sy bukan ahli tapi bagi sy tindakan tersebut termasuk kategori BULLYING. atau jika tindakan MENJULURKAN LIDAH ke lawan bicara dibenarkan apakah ada yg bisa spill tindakan yg dipertontonkan pk,negative,negative
Saya kasih narasi dikit wkwk kemarin kan baru muncul berita ini juga: Survei Indikator: Anies-Imin Unggul di Pemilih Pendidikan Tinggi https://t.co/8xOhTms7fg Lalu muncul komentar: ah paling berapa persen sih makanya pasti kalah kalau unggul di sini doang ,positive,positive
Ini toh kenapa Ahok keluar dari Pertamina ketika masih di Pertamina pasti nggak berani bilang gitu karena Yg ngangkat Khan bapaknya Gibran. Itulah kalau memelihara ular setelah besar akan mematuk Yg memeliharanya,positive,positive
Pilpres jujur tanpa kecurangan siap² Prabowo kemungkinan kalah lagi pak 🇵🇸🇮🇩,negative,negative
SAVAGE! Jiahhh pak Prabowo diulti balik dong sama pak Anies #DebatCapres #AMINTerbaikNomor1 #AMINUnggulDebatCapres https://t.co/qssPoa6t5l,neutral,neutral
@21Balaputradewa @Fahrihamzah Reaksi Asam Sulfat dlm tubuh @gibran_tweet,negative,negative
Tetap semangat gaesss Menang kalah kita serahkan pada Yang Maha Kuasa Yg terpenting kita telah mendukung orang yg tepat dg cara yang baik.. Bismillah GanjarMahfud pilihan terbaik Jangan lupa perbanyak sholawat Utk mendapatkan Rahmat dan berkah https://t.co/BU0hKCnCnb,positive,positive
Bawaslu DKI Jakarta mengungkap hasil pemeriksaan terhadap acara 'Deklarasi Nasional Desa Bersatu Untuk Indonesia Maju' yang dihadiri cawapres nomor urut 2 Gibran Rakabuming Raka Minggu (19/11). https://t.co/EUoiqiMFPb,positive,positive
TENANG PAK PRABOWO TENANG PAK PRABOWO ntar tanggal 22 desember gua juaga akan di RUJAK sama GUS IMIN &amp; PROF MAHFUD jadi gua mau minum ASAM SULFAT dulu ya... kwkwkwkwkwkw,positive,positive
serangan yang dilakukan Ganjar mereka saling berdebat argumen dan pendapat yang berbeda-beda. Ini adalah bagian dari proses demokrasi yang seharusnya kita dukung dan hargai. Mari kita jaga sikap saling menghormati dan mendengarkan dengan,positive,positive
Ditanya sama teman kalau misalnya yang menang bukan Pak Ganjar atau Pak Anies bagaimana? Jawabku ya gak apa-apa. Hal terburuk yang kita takutkan belum pasti terjadi juga. Tapi satu hal yang sudah pasti dalam urusan berbangsa harga diri dan integritasku bisa ku jaga. ️,positive,positive
@Hasbil_Lbs @aniesbaswedan https://t.co/CqI00BapLZ kalau anies aja ga konkret terus yg ga nyambung kyk gini apa ya? Awowkwowkowkwowk,neutral,neutral
mahfud: besok klo udh gw selengkat lo tendang pala -nya ye imin: sip... laksanakeun... ,negative,negative
 AWOKWOKWOKWOKWOK. -- @gibran_tweet,neutral,neutral
Saat menanggapi pertanyaan mengenai tingginya angka pengangguran Ganjar Pranowo memiliki beberapa strategi: 1. Membuka peluang investasi dalam skala besar untuk menciptakan lapangan kerja. 2. Penegakan hukum yang baik. 3. Memberikan kepastian hukum. 4. Mendorong transparansi https://t.co/PDfpww1WfS,positive,positive
Ganjar Pranowo tiba di Kota Jayapura tepatnya di lapangan karang PTC Entrop. Kedatangan Ganjar ke Jayapura guna bertemu simpatisan dan pendukung Capres -Cawapres 2024 dalam Deklarasi Dukungan untuk Ganjar-Mahfud di Tanah Papua. #GanjarPresiden https://t.co/SGRuZHyWiA,positive,positive
Kamu nanyeaaa? Ini kita spill Outfit of The-bat edisi Debat 5 dari Pak Ganjar-Mahfud! Udah bisa tenang ya sekarang? #GanjarMahfud2024 #GanjarMahfudM3nangDebat #GanjarPresidenRakyat #JkwganTIGAnjar #LebihBaik #KaryaAdalahDoa #SALAMM3TAL https://t.co/pSwXSv1f26,positive,positive
Jutaan Pendukung Anies-Muhaimin Padati JIS https://t.co/TG7OTv18El #TempoFoto,positive,positive
okay eun gyeol dgn eun yu ni tau yg dorg from 2023 masa dorg kat 1995 ke ....... ke masa dorg travel balik kt 2023 ,negative,negative
Minggu depan akan dibuktikan apakah PDIP masih bisa koar2 klaim tanpa @jokowi mereka tetap kuasai Jateng...??? PDIP Ketar-ketir di Jateng Pasca Jokowi Berkunjung TPD Ganjar-Mahfud Habis-habisan Bilas Kunjungan Itu via @jegtheme https://t.co/FlYJyRkScF,positive,positive
Warga Sumbang Posko TPS &amp; Penjual Sumbang Dawet 1 Pikul untuk Pemenangan Anies-Gus Imin di Banjarnegara Jateng https://t.co/2KeXfGehc5,negative,negative
Calon presiden nomor urut 3 Ganjar Pranowo dijadwalkan hadir dalam Kampanye Hajatan Rakyat Ganjar-Mahfud di Bogor. Acara tersebut bakal digelar di Stadion Pakansari Kabupaten Bogor. Rangkaian acara kampanye akbar Ganjar-Mahfud bertajuk Hajatan Rakyat ini akan dimeriahkan https://t.co/9L17Ii0lga,positive,positive
@Mdy_Asmara1701 @Gojekmilitan Lebih separuh pendukung kayaknya udh beda mba..pindah ke Pak Anies,negative,negative
@SantorinisSun Melihat &amp; mendengar vidio ini beta semakin dgn pilihan beta &amp; kel. PDIP - GANJAR MAHFUD Salam ,positive,positive
Kemarin saya pulang kampung. Kampung halaman di mana ibu saya lahir dan dibesarkan di Langowan Sulawesi Utara. Terima kasih atas dukungan luar biasa dan sambutan hangatnya. Saya meminta doa dan restu saudara-saudara bagi kelancaran perjuangan Prabowo-Gibran dalam mewujudkan https://t.co/PNvz4XJayn,positive,positive
Musuh berat Pak Anies nih bukan Prabowo tpi mulutny Cak Imin kl kampanye,negative,negative
Putusan DKPP: Ketua KPU Langgar Kode Etik Terima Gibran Jadi Cawapres Berhentikan ketua @KPU_ID dan diskualifikasi anak haram MK @gibran_tweet https://t.co/ggawDLixrV,negative,negative
Inilah pengakuan jujur dari para Disabilitas tentang sosok pak Anies....pak Anies dapat apresiasi dari kaum Disabilitas yg Hadi di diskusi santai bersama Para Disabilitas Se-jabodetabek di kota Bekasi...Jumat 15 Desember 2023 https://t.co/0wLaGFvlKI,positive,positive
bjir liat foto cak imin ky cocok pake nama imin drpd nama lain idk lucu aja apa krn gw liatnya beliau ky ga punya leher ya,positive,positive
Ada pihak yg seakan ada utang budi pak Anies ke Pak Prabowo. Baru kali ini muncul istilah utang budi dalam politik. Kalau demikian bagaimana utang prabowo kpd puluhan juta rakyat yg menyumbang materi dan waktu serta ratusan korban jiwa thn 2019 ?,negative,negative
Capres nomor urut 3 @ganjarpranowo didampingi istrinya Siti Atikoh bersilaturahmi ke Keuskupan Bogor Kamis (9/2/2024). Kehadiran Ganjar menapak tilas Presiden Soekarno dalam upaya menjaga toleransi di Indonesia. #GanjarMahfud2024 #GanjarPresidenRakyat #KratonBersamaRakyat https://t.co/BaGQFClBnu,positive,positive
Saat Gibran Datangi Massa yang Demo di Depan Balaikota Surakarta Hal yang aneh tidak seperti biasanya.. 1. Demonya begitu tertib 2. Tumben gibran mau dan berani menemui ...... https://t.co/f0R4im7Q3w,positive,positive
@Sentani_REBORN Solo Ganjar minimal 70%,positive,positive
Pak Ganjar punya tawaran yg juga sangat menarik. Orangnya juga kayanya pinter dan lumayan banget. Dengan banyak sekali kegilaan yg diciptakan musim Pemilu 2024 ini Pak Anies dan Pak Ganjar sebetulnya menyajikan pilihan masa depan Indonesia yg cukup luar biasa.,positive,positive
Ganjar Pranowo mengaku semakin percaya diri setelah mendapatkan dukungan dari para jenderal dan keluarga besar purnawirawan TNI-Polri untuk memenangkan Pemilihan Presiden (Pilpres) 2024. Dukungan itu disebut tidak hanya menambah semangat tetapi juga memiliki makna tersendiri https://t.co/Sfai3LXdjX,positive,positive
Saya percaya ini adalah preview apa yg akan terjadi kalau Prabowo-Gibran berkuasa. https://t.co/nTEw9g7V2C,positive,positive
255 hari menuju makan siang gratis dan melihat gibran di foto sblh kanan garuda pancasila Mau optimis dg paslon lain tp yakali 02 yg udh didukung kabinet indonesia maju jokowi (kcl pak mahfud) 2019-2024 bakal kalah wkwk Mencoba realistis dan mengurangi kecewa berat wkwk,positive,positive
Done tukaq battery,neutral,neutral
Alhamdulillah gibran udah 1 pemuda tinggal cari 9 lagi. kita goncang dunia,positive,positive
Mungkin yg 8% penjilatnya. 92% masyarakat nilai pernyataan Ndasmu Etik Prabowo tidak pantas. https://t.co/cZbBzJ0Vun,positive,positive
Calon pemimpin ditanya Malah mc nya di matiin di taroh dimeja..yg nanya diajak bisik2 Gimana ya ceritanya https://t.co/APCPBfYGkl,neutral,neutral
Kabarin tapi biar gak ketinggalan ,positive,positive
Lima tahunan.... https://t.co/tgMBck60H9,neutral,neutral
Tak nak kerja tak nak kerja tapi kena kerja nak fangirling tapi tak nak kerja tapi kena kerja jugak nak teruskan hidup,positive,positive
anies sendiri yg bilang: cinta itu jgn sampe full sisakan ruang buat kritik. kalo dia naik kursi presiden jgn lupa kita #TagihAnies,negative,negative
